article_id,rating_approach,label,intention_type,article_url
2200,2,Disinformation,Undermining international organizations and alliances,https://thepeoplesvoice.tv/former-pentagon-advisor-says-nato-faces-a-catastrophic-defeat-in-ukraine/
2202,1,Credible information,,https://www.euractiv.com/section/global-europe/news/zelenskyy-flies-to-us-in-first-visit-abroad-since-russias-invasion/
2202,3,Credible information,,https://www.euractiv.com/section/global-europe/news/zelenskyy-flies-to-us-in-first-visit-abroad-since-russias-invasion/
2202,2,Credible information,,https://www.euractiv.com/section/global-europe/news/zelenskyy-flies-to-us-in-first-visit-abroad-since-russias-invasion/
2208,1,,"Undermining the credibility of public institutions, Changing political views",https://expose-news.com/2023/06/22/ukraine-war-is-good-for-business/
2208,3,Disinformation,Undermining the credibility of public institutions,https://expose-news.com/2023/06/22/ukraine-war-is-good-for-business/
2208,2,Disinformation,Undermining the credibility of public institutions,https://expose-news.com/2023/06/22/ukraine-war-is-good-for-business/
2211,2,Credible information,,https://www.france24.com/en/europe/20240419-at-least-nine-killed-in-russian-strikes-in-ukraine-as-kyiv-says-it-downed-russian-warplane
2211,1,Credible information,,https://www.france24.com/en/europe/20240419-at-least-nine-killed-in-russian-strikes-in-ukraine-as-kyiv-says-it-downed-russian-warplane
2211,3,Credible information,,https://www.france24.com/en/europe/20240419-at-least-nine-killed-in-russian-strikes-in-ukraine-as-kyiv-says-it-downed-russian-warplane
2212,3,Disinformation,"Undermining the credibility of public institutions, Undermining international organizations and alliances",https://expose-news.com/2024/01/31/road-to-the-new-world-order-runs-through-ukraine/
2212,2,Disinformation,"Undermining the credibility of public institutions, Undermining international organizations and alliances",https://expose-news.com/2024/01/31/road-to-the-new-world-order-runs-through-ukraine/
2212,1,Disinformation,"Undermining international organizations and alliances, Promoting social stereotypes/antagonisms",https://expose-news.com/2024/01/31/road-to-the-new-world-order-runs-through-ukraine/
2215,3,Disinformation,Undermining international organizations and alliances,https://thepeoplesvoice.tv/putin-making-final-preparations-to-free-ukraine-and-destroy-nato/
2215,1,Disinformation,"Changing political views, Undermining international organizations and alliances",https://thepeoplesvoice.tv/putin-making-final-preparations-to-free-ukraine-and-destroy-nato/
2215,2,Disinformation,Undermining international organizations and alliances,https://thepeoplesvoice.tv/putin-making-final-preparations-to-free-ukraine-and-destroy-nato/
2217,2,Credible information,,https://apnews.com/article/europe-russia-ukraine-war-zelenskyy-hungary-ae48c473927d54f5053f3cc276f5493e
2217,3,Credible information,,https://apnews.com/article/europe-russia-ukraine-war-zelenskyy-hungary-ae48c473927d54f5053f3cc276f5493e
2217,1,Credible information,,https://apnews.com/article/europe-russia-ukraine-war-zelenskyy-hungary-ae48c473927d54f5053f3cc276f5493e
2220,1,Credible information,,https://www.bbc.com/news/articles/cy770l9llnzo
2220,2,Credible information,,https://www.bbc.com/news/articles/cy770l9llnzo
2220,3,Credible information,,https://www.bbc.com/news/articles/cy770l9llnzo
2221,1,Disinformation,"Undermining the credibility of public institutions, Undermining international organizations and alliances, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/putin-says-troops-from-nato-states-are-in-ukraine-dying-in-large-numbers/
2221,3,Disinformation,Undermining international organizations and alliances,https://thepeoplesvoice.tv/putin-says-troops-from-nato-states-are-in-ukraine-dying-in-large-numbers/
2221,2,Disinformation,Undermining international organizations and alliances,https://thepeoplesvoice.tv/putin-says-troops-from-nato-states-are-in-ukraine-dying-in-large-numbers/
2222,1,,"Undermining the credibility of public institutions, Undermining international organizations and alliances, Promoting social stereotypes/antagonisms",https://expose-news.com/2023/05/16/uk-sending-military-equipment-to-enrich/
2222,3,Disinformation,"Undermining the credibility of public institutions, Undermining international organizations and alliances",https://expose-news.com/2023/05/16/uk-sending-military-equipment-to-enrich/
2222,2,Disinformation,"Undermining the credibility of public institutions, Undermining international organizations and alliances",https://expose-news.com/2023/05/16/uk-sending-military-equipment-to-enrich/
2226,1,Credible information,,https://abcnews.go.com/US/wireStory/migration-refugee-agencies-cite-fundamental-asylum-after-new-110858830
2226,2,Credible information,,https://abcnews.go.com/US/wireStory/migration-refugee-agencies-cite-fundamental-asylum-after-new-110858830
2226,3,Credible information,,https://abcnews.go.com/US/wireStory/migration-refugee-agencies-cite-fundamental-asylum-after-new-110858830
2228,3,Credible information,,https://www.france24.com/en/europe/20231004-eu-makes-huge-step-foward-on-migration-system-overhaul
2228,1,Credible information,,https://www.france24.com/en/europe/20231004-eu-makes-huge-step-foward-on-migration-system-overhaul
2228,2,Credible information,,https://www.france24.com/en/europe/20231004-eu-makes-huge-step-foward-on-migration-system-overhaul
2231,1,Disinformation,Promoting social stereotypes/antagonisms,https://thepeoplesvoice.tv/the-pope-claims-europe-is-not-facing-a-mass-immigration-emergency/
2231,3,Disinformation,"Undermining international organizations and alliances, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/the-pope-claims-europe-is-not-facing-a-mass-immigration-emergency/
2231,2,Disinformation,"Undermining international organizations and alliances, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/the-pope-claims-europe-is-not-facing-a-mass-immigration-emergency/
2234,2,Credible information,,https://apnews.com/article/unchr-concern-asylum-refugees-usa-biden-restrictions-bef71e8f52088bef114ed3978d38ed16
2234,1,Credible information,,https://apnews.com/article/unchr-concern-asylum-refugees-usa-biden-restrictions-bef71e8f52088bef114ed3978d38ed16
2234,3,Credible information,,https://apnews.com/article/unchr-concern-asylum-refugees-usa-biden-restrictions-bef71e8f52088bef114ed3978d38ed16
2235,3,Credible information,,https://www.euractiv.com/section/global-europe/news/biden-visits-us-mexico-border-as-immigration-issue-heats-up/
2235,2,Credible information,,https://www.euractiv.com/section/global-europe/news/biden-visits-us-mexico-border-as-immigration-issue-heats-up/
2235,1,Credible information,,https://www.euractiv.com/section/global-europe/news/biden-visits-us-mexico-border-as-immigration-issue-heats-up/
2236,2,Credible information,,https://www.theguardian.com/world/2024/jan/17/greece-found-to-have-violated-syrian-refugees-right-to-life-by-firing-on-vessel
2236,3,Credible information,,https://www.theguardian.com/world/2024/jan/17/greece-found-to-have-violated-syrian-refugees-right-to-life-by-firing-on-vessel
2236,1,Credible information,,https://www.theguardian.com/world/2024/jan/17/greece-found-to-have-violated-syrian-refugees-right-to-life-by-firing-on-vessel
2237,1,Inconsistent with the topic,,https://thepeoplesvoice.tv/police-officers-from-albania-to-be-stationed-in-britain-to-help-deport-illegal-migrants/
2237,3,Disinformation,Undermining the credibility of public institutions,https://thepeoplesvoice.tv/police-officers-from-albania-to-be-stationed-in-britain-to-help-deport-illegal-migrants/
2237,2,Disinformation,Undermining the credibility of public institutions,https://thepeoplesvoice.tv/police-officers-from-albania-to-be-stationed-in-britain-to-help-deport-illegal-migrants/
2238,2,Credible information,,https://www.theguardian.com/world/2023/dec/19/greece-to-legalise-papers-for-thousands-of-migrants-to-counter-labour-shortage
2238,1,Credible information,,https://www.theguardian.com/world/2023/dec/19/greece-to-legalise-papers-for-thousands-of-migrants-to-counter-labour-shortage
2238,3,Credible information,,https://www.theguardian.com/world/2023/dec/19/greece-to-legalise-papers-for-thousands-of-migrants-to-counter-labour-shortage
2239,1,Disinformation,"Undermining the credibility of public institutions, Changing political views, Undermining international organizations and alliances, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/african-migrants-build-roadblocks-on-italian-island-of-lampedusa-as-invasion-unfolds/
2239,3,Disinformation,"Undermining the credibility of public institutions, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/african-migrants-build-roadblocks-on-italian-island-of-lampedusa-as-invasion-unfolds/
2239,2,Disinformation,"Undermining the credibility of public institutions, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/african-migrants-build-roadblocks-on-italian-island-of-lampedusa-as-invasion-unfolds/
2240,2,Disinformation,Promoting social stereotypes/antagonisms,https://thepeoplesvoice.tv/7-out-of-10-child-migrants-in-europe-are-actually-adult-men/
2240,1,Disinformation,Promoting social stereotypes/antagonisms,https://thepeoplesvoice.tv/7-out-of-10-child-migrants-in-europe-are-actually-adult-men/
2240,3,Disinformation,Promoting social stereotypes/antagonisms,https://thepeoplesvoice.tv/7-out-of-10-child-migrants-in-europe-are-actually-adult-men/
2241,3,Credible information,,https://apnews.com/article/san-diego-border-asylum-biden-mexico-da1e7b7c81e4e58912deff6d36dbdb9e
2241,2,Credible information,,https://apnews.com/article/san-diego-border-asylum-biden-mexico-da1e7b7c81e4e58912deff6d36dbdb9e
2241,1,Hard to say,,https://apnews.com/article/san-diego-border-asylum-biden-mexico-da1e7b7c81e4e58912deff6d36dbdb9e
2242,2,Credible information,,https://www.theguardian.com/world/2024/feb/08/italian-court-jails-people-smuggler-shipwreck
2242,1,Credible information,,https://www.theguardian.com/world/2024/feb/08/italian-court-jails-people-smuggler-shipwreck
2242,3,Credible information,,https://www.theguardian.com/world/2024/feb/08/italian-court-jails-people-smuggler-shipwreck
2243,1,Disinformation,"Undermining the credibility of public institutions, Promoting social stereotypes/antagonisms",https://apnews.com/article/census-bureau-immigration-us-counties-florida-california-2bb7b2992905a7e69a1e58c31a82ab7d
2243,3,Credible information,,https://apnews.com/article/census-bureau-immigration-us-counties-florida-california-2bb7b2992905a7e69a1e58c31a82ab7d
2243,2,Credible information,,https://apnews.com/article/census-bureau-immigration-us-counties-florida-california-2bb7b2992905a7e69a1e58c31a82ab7d
2246,2,Disinformation,Undermining the credibility of public institutions,https://thepeoplesvoice.tv/illegals-seen-strolling-into-arizona-through-a-gap-in-border-wall/
2246,3,Disinformation,"Undermining the credibility of public institutions, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/illegals-seen-strolling-into-arizona-through-a-gap-in-border-wall/
2246,1,Disinformation,"Undermining the credibility of public institutions, Changing political views, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/illegals-seen-strolling-into-arizona-through-a-gap-in-border-wall/
2249,3,Credible information,,https://apnews.com/article/lebanon-syria-refugees-returns-ff41047896c7e16d0e5af0fae70d6c31
2249,1,Credible information,,https://apnews.com/article/lebanon-syria-refugees-returns-ff41047896c7e16d0e5af0fae70d6c31
2249,2,Credible information,,https://apnews.com/article/lebanon-syria-refugees-returns-ff41047896c7e16d0e5af0fae70d6c31
2253,2,Credible information,,https://www.theguardian.com/world/2024/jan/24/courts-reprimand-spain-greece-and-hungary-over-treatment-of-child-asylum-seekers
2253,1,Credible information,,https://www.theguardian.com/world/2024/jan/24/courts-reprimand-spain-greece-and-hungary-over-treatment-of-child-asylum-seekers
2253,3,Credible information,,https://www.theguardian.com/world/2024/jan/24/courts-reprimand-spain-greece-and-hungary-over-treatment-of-child-asylum-seekers
2254,3,Disinformation,Promoting social stereotypes/antagonisms,https://thepeoplesvoice.tv/british-taxpayers-are-paying-8-million-a-day-to-house-migrants-in-hotels/
2254,1,Disinformation,Changing political views,https://thepeoplesvoice.tv/british-taxpayers-are-paying-8-million-a-day-to-house-migrants-in-hotels/
2254,2,Disinformation,Promoting social stereotypes/antagonisms,https://thepeoplesvoice.tv/british-taxpayers-are-paying-8-million-a-day-to-house-migrants-in-hotels/
2257,3,Credible information,,https://thepeoplesvoice.tv/party-thats-against-mass-migration-woke-madness-tops-early-results-in-swiss-general-election/
2257,2,Credible information,,https://thepeoplesvoice.tv/party-thats-against-mass-migration-woke-madness-tops-early-results-in-swiss-general-election/
2257,1,Credible information,,https://thepeoplesvoice.tv/party-thats-against-mass-migration-woke-madness-tops-early-results-in-swiss-general-election/
2259,2,Credible information,,https://www.france24.com/en/africa/20240116-some-40-tunisian-migrants-missing-in-the-mediterranean-for-5-days-national-guard-says
2259,3,Credible information,,https://www.france24.com/en/africa/20240116-some-40-tunisian-migrants-missing-in-the-mediterranean-for-5-days-national-guard-says
2259,1,Hard to say,,https://www.france24.com/en/africa/20240116-some-40-tunisian-migrants-missing-in-the-mediterranean-for-5-days-national-guard-says
2265,2,Credible information,,https://www.france24.com/en/france/20231010-french-police-clear-hundreds-of-migrants-from-calais-camp
2265,3,Credible information,,https://www.france24.com/en/france/20231010-french-police-clear-hundreds-of-migrants-from-calais-camp
2265,1,Credible information,,https://www.france24.com/en/france/20231010-french-police-clear-hundreds-of-migrants-from-calais-camp
2269,3,Credible information,,https://www.france24.com/en/europe/20231121-sweden-mulls-laws-allowing-govt-to-deport-immigrants-for-shortcomings-in-lifestyle
2269,2,Credible information,,https://www.france24.com/en/europe/20231121-sweden-mulls-laws-allowing-govt-to-deport-immigrants-for-shortcomings-in-lifestyle
2269,1,Credible information,,https://www.france24.com/en/europe/20231121-sweden-mulls-laws-allowing-govt-to-deport-immigrants-for-shortcomings-in-lifestyle
2270,3,Disinformation,"Undermining international organizations and alliances, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/irish-hate-laws-will-make-it-illegal-to-criticize-immigration-policy/
2270,1,Disinformation,"Changing political views, Undermining international organizations and alliances, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/irish-hate-laws-will-make-it-illegal-to-criticize-immigration-policy/
2270,2,Disinformation,"Undermining international organizations and alliances, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/irish-hate-laws-will-make-it-illegal-to-criticize-immigration-policy/
2271,3,Credible information,,https://apnews.com/article/child-migration-flores-agreement-unaccompanied-minors-b0a2ba8c0d162c016c6cb9e2a49e0ddd
2271,2,Credible information,,https://apnews.com/article/child-migration-flores-agreement-unaccompanied-minors-b0a2ba8c0d162c016c6cb9e2a49e0ddd
2271,1,Credible information,,https://apnews.com/article/child-migration-flores-agreement-unaccompanied-minors-b0a2ba8c0d162c016c6cb9e2a49e0ddd
2272,2,Credible information,,https://www.theguardian.com/world/2024/feb/08/spain-and-eu-to-sign-migration-deal-with-mauritania-as-people-smuggling-rises
2272,3,Credible information,,https://www.theguardian.com/world/2024/feb/08/spain-and-eu-to-sign-migration-deal-with-mauritania-as-people-smuggling-rises
2272,1,Credible information,,https://www.theguardian.com/world/2024/feb/08/spain-and-eu-to-sign-migration-deal-with-mauritania-as-people-smuggling-rises
2273,2,Credible information,,https://www.theguardian.com/world/2024/mar/06/eu-group-european-peoples-party-von-der-leyen-migration-reforms
2273,3,Credible information,,https://www.theguardian.com/world/2024/mar/06/eu-group-european-peoples-party-von-der-leyen-migration-reforms
2273,1,Credible information,,https://www.theguardian.com/world/2024/mar/06/eu-group-european-peoples-party-von-der-leyen-migration-reforms
2274,3,Credible information,,https://www.theguardian.com/world/2024/feb/28/watchdog-urges-eu-rescue-rules-change-after-migrant-boat-disaster-off-greece
2274,2,Credible information,,https://www.theguardian.com/world/2024/feb/28/watchdog-urges-eu-rescue-rules-change-after-migrant-boat-disaster-off-greece
2274,1,Credible information,,https://www.theguardian.com/world/2024/feb/28/watchdog-urges-eu-rescue-rules-change-after-migrant-boat-disaster-off-greece
2275,2,Credible information,,https://apnews.com/article/germany-citizenship-naturalization-2023-syrians-84972552fc065d525cadf11c86da8d59
2275,1,Credible information,,https://apnews.com/article/germany-citizenship-naturalization-2023-syrians-84972552fc065d525cadf11c86da8d59
2275,3,Credible information,,https://apnews.com/article/germany-citizenship-naturalization-2023-syrians-84972552fc065d525cadf11c86da8d59
2277,1,Credible information,,https://www.france24.com/en/europe/20240514-eu-to-sign-off-on-landmark-migration-and-asylum-policy-reforms
2277,2,Credible information,,https://www.france24.com/en/europe/20240514-eu-to-sign-off-on-landmark-migration-and-asylum-policy-reforms
2277,3,Credible information,,https://www.france24.com/en/europe/20240514-eu-to-sign-off-on-landmark-migration-and-asylum-policy-reforms
2280,3,Disinformation,Changing political views,https://thepeoplesvoice.tv/sweden-plans-to-make-it-mandatory-for-public-employees-to-report-illegal-immigrants/
2280,2,Disinformation,Changing political views,https://thepeoplesvoice.tv/sweden-plans-to-make-it-mandatory-for-public-employees-to-report-illegal-immigrants/
2280,1,Credible information,,https://thepeoplesvoice.tv/sweden-plans-to-make-it-mandatory-for-public-employees-to-report-illegal-immigrants/
2282,1,Credible information,,https://abcnews.go.com/Politics/happening-border-congress-grapples-immigration-deal/story?id=105827520
2282,3,Credible information,,https://abcnews.go.com/Politics/happening-border-congress-grapples-immigration-deal/story?id=105827520
2282,2,Credible information,,https://abcnews.go.com/Politics/happening-border-congress-grapples-immigration-deal/story?id=105827520
2283,3,Credible information,,https://www.france24.com/en/france/20231222-france-s-undocumented-migrants-face-uncertain-future-under-new-immigration-bill
2283,2,Credible information,,https://www.france24.com/en/france/20231222-france-s-undocumented-migrants-face-uncertain-future-under-new-immigration-bill
2283,1,Credible information,,https://www.france24.com/en/france/20231222-france-s-undocumented-migrants-face-uncertain-future-under-new-immigration-bill
2284,3,Disinformation,"Undermining the credibility of public institutions, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/london-mayor-tells-civil-servants-not-to-call-illegal-migrants-illegal-migrants/
2284,2,Disinformation,"Undermining the credibility of public institutions, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/london-mayor-tells-civil-servants-not-to-call-illegal-migrants-illegal-migrants/
2284,1,Disinformation,"Undermining the credibility of public institutions, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/london-mayor-tells-civil-servants-not-to-call-illegal-migrants-illegal-migrants/
2285,3,Credible information,,https://www.france24.com/en/europe/20230715-un-says-at-least-289-children-died-trying-to-cross-the-mediterranean-this-year
2285,2,Credible information,,https://www.france24.com/en/europe/20230715-un-says-at-least-289-children-died-trying-to-cross-the-mediterranean-this-year
2285,1,Credible information,,https://www.france24.com/en/europe/20230715-un-says-at-least-289-children-died-trying-to-cross-the-mediterranean-this-year
2288,3,Credible information,,https://apnews.com/article/italy-msf-libya-migrants-shipwreck-5d87627390517bc05d0aa814bac4e8ae
2288,2,Credible information,,https://apnews.com/article/italy-msf-libya-migrants-shipwreck-5d87627390517bc05d0aa814bac4e8ae
2288,1,Credible information,,https://apnews.com/article/italy-msf-libya-migrants-shipwreck-5d87627390517bc05d0aa814bac4e8ae
2290,1,Disinformation,"Undermining the credibility of public institutions, Changing political views, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/irish-govt-citizens-who-oppose-violent-migrants-are-far-right-terrorists/
2290,3,Disinformation,"Undermining the credibility of public institutions, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/irish-govt-citizens-who-oppose-violent-migrants-are-far-right-terrorists/
2290,2,Disinformation,"Undermining the credibility of public institutions, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/irish-govt-citizens-who-oppose-violent-migrants-are-far-right-terrorists/
2292,2,Disinformation,Undermining international organizations and alliances,https://www.theguardian.com/uk-news/article/2024/jun/07/threefold-increase-in-lone-child-asylum-seekers-in-uk-figures-show
2292,1,Credible information,,https://www.theguardian.com/uk-news/article/2024/jun/07/threefold-increase-in-lone-child-asylum-seekers-in-uk-figures-show
2292,3,Credible information,,https://www.theguardian.com/uk-news/article/2024/jun/07/threefold-increase-in-lone-child-asylum-seekers-in-uk-figures-show
2293,3,Credible information,,https://www.euractiv.com/section/global-europe/news/facing-pressure-over-border-crossings-biden-steps-up-migrant-expulsions/
2293,1,Credible information,,https://www.euractiv.com/section/global-europe/news/facing-pressure-over-border-crossings-biden-steps-up-migrant-expulsions/
2293,2,Disinformation,Promoting social stereotypes/antagonisms,https://www.euractiv.com/section/global-europe/news/facing-pressure-over-border-crossings-biden-steps-up-migrant-expulsions/
2294,1,Credible information,,https://thepeoplesvoice.tv/top-cardinal-warns-mass-migration-being-used-to-abolish-national-identities/
2294,3,Disinformation,"Undermining the credibility of public institutions, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/top-cardinal-warns-mass-migration-being-used-to-abolish-national-identities/
2294,2,Disinformation,"Undermining the credibility of public institutions, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/top-cardinal-warns-mass-migration-being-used-to-abolish-national-identities/
2299,3,Disinformation,Changing political views,https://expose-news.com/2022/07/06/massive-migration-is-not-in-the-interest-of-africa-or-europe/
2299,1,Disinformation,"Undermining the credibility of public institutions, Changing political views, Undermining international organizations and alliances, Promoting social stereotypes/antagonisms",https://expose-news.com/2022/07/06/massive-migration-is-not-in-the-interest-of-africa-or-europe/
2299,2,Disinformation,Changing political views,https://expose-news.com/2022/07/06/massive-migration-is-not-in-the-interest-of-africa-or-europe/
2300,2,Disinformation,Promoting social stereotypes/antagonisms,https://thepeoplesvoice.tv/over-90-of-eus-illegal-migrants-are-military-age-men-from-islamic-countries/
2300,1,Disinformation,"Undermining the credibility of public institutions, Changing political views, Undermining international organizations and alliances, Promoting social stereotypes/antagonisms",https://thepeoplesvoice.tv/over-90-of-eus-illegal-migrants-are-military-age-men-from-islamic-countries/
2300,3,Disinformation,Promoting social stereotypes/antagonisms,https://thepeoplesvoice.tv/over-90-of-eus-illegal-migrants-are-military-age-men-from-islamic-countries/
2303,1,Credible information,,https://www.theguardian.com/world/2023/dec/20/eu-reaches-asylum-deal-human-rights-groups-cruel-system
2303,3,Credible information,,https://www.theguardian.com/world/2023/dec/20/eu-reaches-asylum-deal-human-rights-groups-cruel-system
2303,2,Credible information,,https://www.theguardian.com/world/2023/dec/20/eu-reaches-asylum-deal-human-rights-groups-cruel-system
2305,2,Credible information,,https://apnews.com/article/albania-italy-meloni-rama-migrant-centers-elections-6e836a6f4de10225ff767dcf614ab8e8
2305,1,Credible information,,https://apnews.com/article/albania-italy-meloni-rama-migrant-centers-elections-6e836a6f4de10225ff767dcf614ab8e8
2305,3,Credible information,,https://apnews.com/article/albania-italy-meloni-rama-migrant-centers-elections-6e836a6f4de10225ff767dcf614ab8e8
2306,1,Credible information,,https://apnews.com/article/biden-immigration-border-crackdown-mexico-executive-action-aa622c524237fcac29fad24a497192ea
2306,3,Credible information,,https://apnews.com/article/biden-immigration-border-crackdown-mexico-executive-action-aa622c524237fcac29fad24a497192ea
2306,2,Credible information,,https://apnews.com/article/biden-immigration-border-crackdown-mexico-executive-action-aa622c524237fcac29fad24a497192ea
2307,3,Credible information,,https://apnews.com/article/poland-border-belarus-stabbing-migrants-057cc8f58424b1c82c1f760800019f4c
2307,1,Hard to say,,https://apnews.com/article/poland-border-belarus-stabbing-migrants-057cc8f58424b1c82c1f760800019f4c
2307,2,Credible information,,https://apnews.com/article/poland-border-belarus-stabbing-migrants-057cc8f58424b1c82c1f760800019f4c
2308,3,Credible information,,https://apnews.com/article/poland-tusk-belarus-border-546a4a71b4beaaefd5d5fece30f73666
2308,1,Credible information,,https://apnews.com/article/poland-tusk-belarus-border-546a4a71b4beaaefd5d5fece30f73666
2308,2,Credible information,,https://apnews.com/article/poland-tusk-belarus-border-546a4a71b4beaaefd5d5fece30f73666
2310,3,Credible information,,https://www.france24.com/en/europe/20231220-eu-strikes-deal-on-reforming-bloc-s-migration-laws-after-years-of-talks
2310,1,Hard to say,,https://www.france24.com/en/europe/20231220-eu-strikes-deal-on-reforming-bloc-s-migration-laws-after-years-of-talks
2310,2,Credible information,,https://www.france24.com/en/europe/20231220-eu-strikes-deal-on-reforming-bloc-s-migration-laws-after-years-of-talks
